No.,No. 2,Description,Price EXW,Description 2,Inventory,Net Change,Unit Price,Unit Price Including VAT,Unit Cost,Profit %,Base Unit of Measure,Blocked,Division Code,Item Category Code,Recipe Item Type,Barcode No.,BRANDS,Gen. Prod. Posting Group,Transfer Posting Group,Inventory Posting Group,Division Description,Item Category Description,Retail Product Code,DisCountinue,Unit Cost1,Retail Product Description,Qty. Onhand at Date,VAT Bus. Posting Gr. (Price),Date Created,Created by User,Last DateTime Modified,Last Modified by User,Gross Weight,Net Weight,No Discount Allowed,Price Includes VAT
26-769,90021,مساعد سبورت 90021,0.00,SPORT STRUT PRADO 120 -F-,0.,0.,312.00,312.00,273.36,-0.75769,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891036725,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,273.36,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-77,N91S,مساعدات N91S,0.00,NITROCHARGER L/C PRADO-F 26/77,2.,2.,217.00,217.00,239.42,-26.88157,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891013887,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,239.42,BP51 Shocks,2.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:37,24552,0.,0.,FALSE,TRUE
26-770,2627,ياي 2627,0.00,COIL JEEP JK -FRONT-,22.,22.,620.00,620.00,307.573,42.95017,PCS,FALSE,CARS ACCES,SUSPENSION, ,9319092024308,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,307.573,BP51 Shocks,22.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:09,30485,0.,0.,FALSE,TRUE
26-771,60066,مساعد سبورت 60066,0.00,SPORT SHOCK JEEP WRANGLER JK F,15.,15.,495.00,495.00,228.073,47.01334,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891029789,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,228.073,BP51 Shocks,15.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-772,60067,مساعد سبورت 60067,0.00,SPORT SHOCK JEEP WRANGLER JK,12.,12.,495.00,495.00,232.853,45.90284,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891029994,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,232.853,BP51 Shocks,12.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-773,OMESD48,مساعد دركسيون OMESD48,0.00,STEERING DAMPER JEEP-WITH OMESD48,64.,64.,585.00,585.00,255.516,49.77036,PCS,FALSE,CARS ACCES,SUSPENSION, ,881348012999,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,255.516,BP51 Shocks,64.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:21,30485,0.,0.,FALSE,TRUE
26-774,5415100,درع حماية 5415100,0.00,UVP LC200 07-10/15,0.,0.,"3,350.00","3,350.00","1,337.99",54.069,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018029553,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,FALSE,"1,337.99",Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:47,30485,0.,0.,FALSE,TRUE
26-775,3915150,صدام 3915150,0.00,SAHARA BUMPER 200 SER,1.,1.,"9,944.00","9,944.00","4,309.79",50.1583,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018027443,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,FALSE,"4,309.79",Bars,1.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
26-776,60011,مساعد سبورت 60011,0.00,SPORT SHOCK L/C 76 78 79 -R-,5.,5.,545.00,545.00,220.94,53.37963,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891029970,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,220.94,BP51 Shocks,5.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-777,FK76,قطع تركيب FK76,0.00,F/KIT SWAY BAR OE MNT,9.,9.,450.00,450.00,176.649,54.85637,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018029560,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,FALSE,176.649,Bars,9.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:37,24552,0.,0.,FALSE,TRUE
26-778,OMESTAB3,قطع تركيب OMESTAB3,0.00,FRNT SWAY BAR KIT,1.,1.,"1,550.00","1,550.00",745.90,44.65903,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018015563,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,FALSE,745.90,Bars,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:37,24552,0.,0.,FALSE,TRUE
26-779,CS058R,سست CS058R,0.00,SPRING L/C 76 SERIES WAGON,6.,6.,"1,650.00","1,650.00",653.047,54.4846,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018023209,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,653.047,BP51 Shocks,6.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-78,N86,مساعدات N86,0.00,OME SHOCK PRADO 90 R,1.,1.,217.00,217.00,118.02,37.45484,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891013719,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,118.02,BP51 Shocks,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-780,D35XL,قطع تركيب D35XL,0.00,DAKAR XL LEAF- CS057/58R,0.,0.,175.00,175.00,0.00,0.,PCS,FALSE,CARS ACCES,KITS, ,9332018023650,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,TRUE,0.00,Fitting Kits,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-781,5115020,قطع تركيب 5115020,0.00,SAHARA TUBE,3.,3.,888.00,888.00,352.517,54.34746,PCS,FALSE,CARS ACCES,KITS, ,9332018029935,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,FALSE,352.517,Fitting Kits,3.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-782,2628,ياي 2628,0.00,COIL JEEP JK -FRONT-,93.,93.,780.00,780.00,375.714,44.60627,PCS,FALSE,CARS ACCES,SUSPENSION, ,9319092024315,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,375.714,BP51 Shocks,93.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:09,30485,0.,0.,FALSE,TRUE
26-783,6172202S,قطع تركيب 6172202S,0.00,F/KIT FJ CRUISER REAR BAR,0.,0.,420.00,420.00,184.30,49.5369,PCS,FALSE,CARS ACCES,CARS PROTE, ,3112600000798,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,TRUE,184.30,Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-784,60124,مساعد سبورت 60124,0.00,SPORT SHOCK JEEP WK2,27.,27.,680.00,680.00,241.384,59.17771,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891038880,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,241.384,BP51 Shocks,27.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-785,2889,ياي 2889,0.00,COIL PRADO 150 R(L),0.,0.,785.00,785.00,0.00,0.,PCS,FALSE,CARS ACCES,SUSPENSION, ,9319092024520,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,0.00,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
26-786,BP5190002R,مساعد BP5190002R,0.00,C/OVER: PRADO/FJ/4RUN FR RH,15.,15.,"4,750.00","4,750.00","1,921.585",53.47742,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018035837,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,"1,921.585",BP51 Shocks,15.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:23,30485,0.,0.,FALSE,TRUE
26-787,BP5190002L,مساعد BP5190002L,0.00,C/OVER: PRADO/FJ/4RUN FR LH,17.,17.,"4,750.00","4,750.00","1,898.654",54.03259,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018035820,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,"1,898.654",BP51 Shocks,17.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:15,30485,0.,0.,FALSE,TRUE
26-788,VM80010008,قطع تركيب VM80010008,0.00,BP51 FIT KIT,12.,12.,445.00,445.00,170.628,55.90512,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018035868,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,170.628,BP51 Shocks,12.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:23,30485,0.,0.,FALSE,TRUE
26-789,BP5160002,مساعد BP5160002,0.00,SHOCK: PRADO 150/FJ REAR,4.,4.,"2,695.00","2,695.00",207.435,91.14841,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018035851,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,207.435,BP51 Shocks,4.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-79,N46,مساعدات N46,0.00,NITROCHARGER L/ROVER-R-F 26/79,0.,0.,217.00,217.00,136.21,27.81498,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891008012,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,136.21,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-790,VM80010010,قطع تركيب VM80010010,0.00,BP51 FIT KIT,16.,16.,295.00,295.00,126.308,50.76129,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018035882,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,126.308,BP51 Shocks,16.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
26-791,FK38,قطع تركيب FK38,0.00,ANTI INVERSION SHACK KIT,13.,13.,140.00,140.00,60.692,50.14586,PCS,FALSE,CARS ACCES,KITS, ,9332018009548,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,FALSE,60.692,Fitting Kits,13.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-792,UCB17,قطع تركيب UCB17,0.00,OME CENTRE BOLT & NUT,3.,3.,30.00,30.00,23.68,9.22667,PCS,FALSE,CARS ACCES,KITS, ,9332018025012,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,FALSE,23.68,Fitting Kits,3.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-793,RD132,دفلوك RD132,0.00,"AIR LOCKER DIFFERENTIAL TOYOTA 8"", 50MM BRNG RD132",4.,4.,"5,497.00","5,497.00","2,308.428",51.70653,PCS,FALSE,CARS ACCES,MOTOR ACCE, ,881348007025,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Motor Accessories,AIR LOCKER,FALSE,"2,308.428",Air Lockers,4.,VAT,13/3/2019,ZAIDG\RITD013,20/07/26 13:14:39,30570,0.,0.,FALSE,TRUE
26-794,RD152,دفلوك RD152,0.00,AIRLOCKER 32 SPL,3.,3.,"5,400.00","5,400.00","2,232.77",52.45027,PCS,FALSE,CARS ACCES,MOTOR ACCE, ,881348011756,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Motor Accessories,AIR LOCKER,FALSE,"2,232.77",Air Lockers,3.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:49,30485,0.,0.,FALSE,TRUE
26-795,AR09TR,غطاء كشاف AR09TR,0.00,COVER RED AR32,0.,0.,335.00,335.00,0.00,0.,PCS,FALSE,CARS ACCES,LIGHITING, ,9332018027597,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Lighiting,CARS LIGHT,TRUE,0.00,Cars Lighting,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-796,AR09SB,غطاء كشاف AR09SB,0.00,COVER SOLID BLACK AR32,2.,2.,380.00,380.00,138.14,58.19447,PCS,FALSE,CARS ACCES,LIGHITING, ,9332018027580,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Lighiting,CARS LIGHT,FALSE,138.14,Cars Lighting,2.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-797,60063,مساعد سبورت أمامي 60063 لاندكروزر LC60 ,0.00,SPORT SHOCK L/C 60 SER -F-,8.,8.,585.00,585.00,244.548,51.92646,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891031263,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,244.548,BP51 Shocks,8.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-798,60065,ياي,0.00,SPORT SHOCK L\\C 60 SER-R-,0.,0.,470.00,470.00,0.00,0.,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891031270,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,0.00,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-799,5414100,صاجة حماية هايلكس من 2005  وفوق,0.00,UVP HILUX 05ON,3.,3.,"1,620.00","1,620.00",752.24,46.60025,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018006639,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,752.24,BP51 Shocks,3.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:47,30485,0.,0.,FALSE,TRUE
26-80,N88,مساعدات N88,0.00,NITROCHARGER L/C 60  26/80,23.,23.,217.00,217.00,125.28,33.60737,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891007817,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,125.28,BP51 Shocks,23.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-800,90026,مساعد سبورت 90026,0.00,SPORT STRUT JEEP WK2,15.,15.,"1,095.00","1,095.00",496.887,47.81552,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891038958,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,496.887,BP51 Shocks,15.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-801,3063,ياي 3063,0.00,COIL L/ROVER FRONT,0.,0.,805.00,805.00,0.00,0.,PCS,FALSE,CARS ACCES,SUSPENSION, ,9319092027255,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,0.00,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-802,3065,ياي 3065,0.00,COIL L/ROVER REAR,0.,0.,885.00,885.00,0.00,0.,PCS,FALSE,CARS ACCES,SUSPENSION, ,9319092027279,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,0.00,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-803,FK62,قطع تركيب FK62,0.00,BUMP SPACER KIT,0.,0.,575.00,575.00,0.00,0.,PCS,FALSE,CARS ACCES,KITS, ,9332018025746,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,TRUE,0.00,Fitting Kits,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-804,FK63,قطع تركيب FK63,0.00,SWAY BAR SPACER KIT,0.,0.,645.00,645.00,0.00,0.,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018025753,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,TRUE,0.00,Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-805,FK64,قطع تركيب FK64,0.00,UPPER SHOCK MNT KIT,0.,0.,310.00,310.00,0.00,0.,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018025760,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,0.00,BP51 Shocks,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-806,CALR1,ربلات 303001,0.00,CASTER KIT,0.,0.,520.00,520.00,0.00,0.,PCS,FALSE,CARS ACCES,CAR EQP CA, ,9332018002136,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Equipment,ARB ACCESS,TRUE,0.00,ARB Accessories,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-807,303001,عواميد 303001,0.00,TORSION BAR SET-TOYOTA L\C V8,1.,1.,"1,725.00","1,725.00",530.52,64.632,PCS,FALSE,CARS ACCES,CARS PROTE, ,881348002150,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,TRUE,530.52,Bars,1.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:48,30485,0.,0.,FALSE,TRUE
26-808,90006,مساعد سبورت 90006,0.00,SPORT STRUT PAJERO NS ON -F-,50.,50.,680.00,680.00,299.259,49.39002,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891030075,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,299.259,BP51 Shocks,50.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-809,60019,مساعد سبورت 60019,0.00,SPORT SHOCK PAJERO NM -R-,21.,21.,495.00,495.00,235.515,45.28439,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891029772,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,235.515,BP51 Shocks,21.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-81,N80,مساعدات N80,250.00,NITROCHARGER HILUX 97-FR 26/81,19.,19.,250.00,250.00,192.73,11.3442,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891017441,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,192.73,BP51 Shocks,19.,VAT,13/3/2019,ZAIDG\RITD013,18/06/26 10:03:13,35762,0.,0.,FALSE,TRUE
26-810,ARB203LM,ماسك الكفر للعغريتة,0.00,HiLift JACK LIFT-MATE WHEEL,0.,0.,415.00,415.00,169.91,52.91651,PCS,TRUE,CARS ACCES,CAR EQP CA, ,052767001004,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Equipment,ARB ACCESS,TRUE,169.91,ARB Accessories,0.,VAT,13/3/2019,ZAIDG\RITD013,02/11/25 08:05:02,30570,0.,0.,FALSE,TRUE
26-811,ARB304,عفريتة هاي ليفت جاك,0.00,HiLift X-TREME Jack 60inch,28.,28.,"1,195.00","1,195.00",523.346,49.63616,PCS,FALSE,CARS ACCES,RECOVERY, ,052767060506,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Recovery,CARS START,TRUE,523.346,Cars Starters,28.,VAT,13/3/2019,ZAIDG\RITD013,17/08/25 14:18:25,30570,0.,0.,FALSE,TRUE
26-812,3700040,قطع صدام 3400040,0.00,F/KIT ROOFRACK HT 2 (4),0.,0.,"1,150.00","1,150.00",0.00,0.,PCS,FALSE,CARS ACCES,CARS PROTE, ,837290003189,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,TRUE,0.00,Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-813,3411050,صدام 3411050,0.00,WINCHBAR F/HZJ80,0.,0.,"5,950.00","5,950.00","2,715.46",47.51632,PCS,FALSE,CARS ACCES,CARS PROTE, ,837290000645,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,FALSE,"2,715.46",Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
26-814,10910018,قطع غيار,0.00,DC POWER SOCKET,65.,65.,10.00,10.00,3.306,61.981,PCS,FALSE,SPARE PART,SPARE PT S, ,9332018000736,ARB,PRODUCT,TRANSFER,INV,Spare Parts,Spare Parts,SPARE PT,FALSE,3.306,Spare Parts,65.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:22:38,24552,0.,0.,FALSE,TRUE
26-815,3500170,قطع غيار,0.00,BUFFER SET,1.,1.,290.00,290.00,0.00,0.,PCS,FALSE,SPARE PART,SPARE PT S, ,837290001628,ARB,PRODUCT,TRANSFER,INV,Spare Parts,Spare Parts,SPARE PT,TRUE,0.00,Spare Parts,1.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-816,2814010,هوك خلفى  (  ),0.00,RECOVERY POINT 8T ARB RATED,0.,0.,980.00,980.00,0.00,0.,PCS,FALSE,CARS ACCES,CAR EQP CA, ,9332018004383,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Equipment,ARB ACCESS,TRUE,0.00,ARB Accessories,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-817,BP5190003L,مساعد LC200 FR LH,0.00,C/OVER: LC200 FR LH,8.,8.,"3,895.00","3,895.00","1,810.105",46.55659,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018029089,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,"1,810.105",BP51 Shocks,8.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:23,30485,0.,0.,FALSE,TRUE
26-818,BP5190003R,مساعد LC200 FR RH,0.00,C/OVER: LC200 FR RH,13.,13.,"3,895.00","3,895.00","1,774.462",47.60895,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018029096,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,"1,774.462",BP51 Shocks,13.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:14,30485,0.,0.,FALSE,TRUE
26-819,VM80010003,قاعدة مساعد امامي تويوتا,0.00,BP51 FIT KIT,18.,18.,345.00,345.00,138.949,53.68367,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018029119,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,138.949,BP51 Shocks,18.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:23,30485,0.,0.,FALSE,TRUE
26-82,60043,مساعد خلفي سبورت لتويوتا لاندكروزر ربع - 60043,0.00,SPORT SHOCK TOYOTA LANDCRUISER LC79 SWB 60043,189.,189.,295.00,295.00,214.147,16.51897,PCS,FALSE,CARS ACCES,SUSPENSION, ,9312891029963,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,214.147,BP51 Shocks,189.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:11,30485,0.,0.,FALSE,TRUE
26-820,BP5160026,مساعد LC200 REAR  / خلفي,0.00,SHOCK: LC200 REAR,20.,20.,"2,495.00","2,495.00","1,100.005",49.29837,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018042361,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,"1,100.005",BP51 Shocks,20.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:00,30485,0.,0.,FALSE,TRUE
26-821,VM80010004,قاعدة مساعد خلفي تويوتا,0.00,BP51 FIT KIT,21.,21.,225.00,225.00,91.221,53.37593,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018029126,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,FALSE,91.221,BP51 Shocks,21.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:14,30485,0.,0.,FALSE,TRUE
26-822,VM80010005,قاعدة مساعد خلفي تويوتا,0.00,BP51 FIT KIT,8.,8.,285.00,285.00,118.566,52.15758,PCS,FALSE,CARS ACCES,SUSPENSION, ,9332018029133,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Suspensions,BP51 SHOCK,TRUE,118.566,BP51 Shocks,8.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:23,30485,0.,0.,FALSE,TRUE
26-823,3540050,قطع تركيب 3540050,0.00,WINCH INSTALL KIT,1.,1.,665.00,665.00,264.81,54.20579,PCS,FALSE,CARS ACCES,KITS, ,9332018005755,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,FALSE,264.81,Fitting Kits,1.,VAT,13/3/2019,ZAIDG\RITD013,19/05/26 14:31:02,25275,0.,0.,FALSE,TRUE
26-824,3450420,صدام شيروكي WK,0.00,COMBAR G/CHEROKEE WK2,0.,0.,"8,165.00","8,165.00",0.00,0.,PCS,FALSE,CARS ACCES,CARS PROTE, ,9332018027351,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Cars Protections,BARS CARS,TRUE,0.00,Bars,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
26-825,3550110,قطع تركيب 3550110,0.00,WK2 RADAR KIT SUIT 3450410/420,0.,0.,265.00,265.00,0.00,0.,PCS,FALSE,CARS ACCES,KITS, ,9332018028709,ARB,PRODUCT,TRANSFER,INV,Cars Accessories,Kits,FITTING KI,TRUE,0.00,Fitting Kits,0.,VAT,13/3/2019,ZAIDG\RITD013,06/05/25 12:40:33,35822,0.,0.,FALSE,TRUE
